TAXID,GENUSNAME,SPECIESNAME,STRAIN,DBNAME,FILEPATH,chromosome_count,avg_length_chromosomes,max_length_chromosomes,min_length_chromosomes,contig_count,avg_length_contig,max_length_contig,min_length_contig,mtDNA_count,avg_length_mtDNA,max_length_mtDNA,min_length_mtDNA,plasmid_count,avg_length_plasmids,max_length_plasmids,min_length_plasmids
857340,acremonium,"chrysogenum atcc 11550","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Acrchr1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,540,53650,891204,314,0,0,0,0,0,0,0,0
5046,sarocladium,strictum,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Acrst1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,13,2792613,5263785,321292,0,0,0,0,0,0,0,0
44565,sterigmatomyces,hyphaenes,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Agahy1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,108,168044,1673569,1046,0,0,0,0,0,0,0,0
84607,agrocybe,pediades,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Agrped1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1384,33020,713205,1019,0,0,0,0,0,0,0,0
112102,aliquandostipite,khaoyaiensis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Alikh1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1759,68918,619940,1223,0,0,0,0,0,0,0,0
578462,allomyces,"macrogynus atcc 38327","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Allma1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,101,572634,3189984,2559,0,0,0,0,0,0,0,0
5599,alternaria,alternata,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Altal1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,79,423558,2567396,1063,0,0,0,0,0,0,0,0
5599,alternaria,alternata,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Altalt1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,26,1304537,4668471,1359,0,0,0,0,0,0,0,0
29001,alternaria,brassicicola,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Alternaria_brassicicola_masked_assembly.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187941,alternaria,rosae,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Altro1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,52,659871,5694183,2647,0,0,0,0,0,0,0,0
946122,amanita,"muscaria koide bx008","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Amamu1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1101,37705,1521361,1033,0,0,0,0,0,0,0,0
703135,amanita,"thiersii skay4041","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Amath1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1446,23763,1058801,1030,0,0,0,0,0,0,0,0
1392246,amniculicola,"lignicola cbs 123094","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Amnli1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,510,98596,1743068,1049,0,0,0,0,0,0,0,0
5101,amorphotheca,resinae,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Amore1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,32,912610,4194127,2130,0,0,0,0,0,0,0,0
50730,ampelomyces,quisqualis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ampqui1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,73,511452,6396741,1237,0,0,0,0,0,0,0,0
55340,amylostereum,chailletii,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Amycha1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,2032,19070,401985,1018,0,0,0,0,0,0,0,0
202700,amylocystis,lapponica,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Amylap1_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,801,44952,1013224,1171,0,0,0,0,0,0,0,0
1754192,anaeromyces,robustus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Anasp1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1035,70250,680841,336,0,0,0,0,0,0,0,0
693288,anomoloma,albolutescens,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Anoalb1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,173,242429,1392029,2545,0,0,0,0,0,0,0,0
264122,anomoporia,bombycina,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Anobom1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1600,28197,664679,1023,0,0,0,0,0,0,0,0
1405086,anthostoma,"avocetta nrrl 3190","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Antav1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,786,72566,4841872,1019,0,0,0,0,0,0,0,0
1284279,antonospora,"locustae hm-2013","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Antlo1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,3116,1977,67119,373,0,0,0,0,0,0,0,0
139415,antrodia,serialis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Antser1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,893,75751,1878973,1177,0,0,0,0,0,0,0,0
1333626,adustoporia,sinuosa,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Antsi1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1387,22185,389053,1022,0,0,0,0,0,0,0,0
314023,apiosordaria,backusii,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Apibac1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,37,1101476,5382460,14678,0,0,0,0,0,0,0,0
335852,arthrinium,arundinis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Apimo1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,686,70880,953722,1028,0,0,0,0,0,0,0,0
462254,aplosporella,prunicola,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aplpr1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,334,100222,1628642,1028,0,0,0,0,0,0,0,0
516989,apodospora,peruviana,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Apope1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,36,1183779,9437164,1521,0,0,0,0,0,0,0,0
47426,armillaria,cepistipes,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Armcep1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,287,263967,6223399,2793,0,0,0,0,0,0,0,0
47427,armillaria,gallica,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Armga1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,319,271332,4847593,1040,0,0,0,0,0,0,0,0
1314977,armillaria,"mellea dsm 3731","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Armme1_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64368,armillaria,nabsnona,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Armnab1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,85,748380,4588490,3516,0,0,0,0,0,0,0,0
1076256,armillaria,solidipes,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Armost1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,229,256931,3448262,1090,0,0,0,0,0,0,0,0
47428,armillaria,ostoyae,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Armosto1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,106,575098,6497165,5360,0,0,0,0,0,0,0,0
663331,trichophyton,"benhamiae cbs 112371","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Artbe1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,68,331432,2138698,3824,0,0,0,0,0,0,0,0
526244,trametes,elegans,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Artel1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,243,138054,1580179,1134,0,0,0,0,0,0,0,0
526244,trametes,elegans,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Artele1122_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,94,364814,3085497,4272,0,0,0,0,0,0,0,0
53486,saccharomycopsis,fermentans,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Artfe1_2_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,46,316887,2308530,1259,0,0,0,0,0,0,0,0
756982,arthrobotrys,"oligospora atcc 24927","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Artol1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,215,173979,3370576,2037,0,0,0,0,0,0,0,0
1401090,blastobotrys,"adeninivorans lr3","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Arxad1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,ascobolus,immersus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ascim1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,706,86005,1488885,1031,0,0,0,0,0,0,0,0
341454,ascodesmis,nigricans,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ascni1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,176,157815,3011701,1031,0,0,0,0,0,0,0,0
1016881,ascocoryne,"sarcoides nrrl 50072","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ascocoryne_sarcoides.allmasked
",0,0,0,0,219,158252,1164405,639,0,0,0,0,0,0,0,0
5454,ascochyta,rabiei,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ascra1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,338,103944,1176785,20412,0,0,0,0,0,0,0,0
1344418,ascoidea,"rubescens dsm 1968","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ascru1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,63,283382,3408101,1062,0,0,0,0,0,0,0,0
1016881,ascocoryne,"sarcoides nrrl 50072","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ascsa1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,219,158252,1164405,639,0,0,0,0,0,0,0,0
284811,eremothecium,"gossypii atcc 10895","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Ashgo1_1_AssemblyScaffolds_Repeatmasked.fasta
",7,1105348,1862932,703320,0,0,0,0,0,0,0,0,0,0,0,0
690307,aspergillus,"aculeatus atcc 16872","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspac1_masked_scaffolds.fasta
",0,0,0,0,660,54746,3801910,505,0,0,0,0,0,0,0,0
286159,aspergillus,"nidulans var. acristatus","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspacri1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,311,106297,2044989,1064,0,0,0,0,0,0,0,0
487661,aspergillus,aculeatinus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspacu1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,121,305711,1808095,2080,0,0,0,0,0,0,0,0
176161,aspergillus,amylovorus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspamy1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,462,76606,1286299,1016,0,0,0,0,0,0,0,0
41753,aspergillus,bisporus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspbisp1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,244,112628,1011953,1018,0,0,0,0,0,0,0,0
109264,aspergillus,bombycis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspbom1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,450,84465,1209163,516,0,0,0,0,0,0,0,0
767769,aspergillus,"brasiliensis cbs 101740","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspbr1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,105,347847,4626773,1035,0,0,0,0,0,0,0,0
176172,aspergillus,brevijanus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspbrev1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,685,53311,741071,1019,0,0,0,0,0,0,0,0
1191711,aspergillus,brunneoviolaceus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspbru1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,153,248438,911995,2328,0,0,0,0,0,0,0,0
602072,aspergillus,"carbonarius item 5010","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspca3_masked_scaffolds.fasta
",0,0,0,0,963,38438,3155868,511,0,0,0,0,0,0,0,0
454130,aspergillus,calidoustus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspcal1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,78,534470,4762343,1253,0,0,0,0,0,0,0,0
1392248,aspergillus,"campestris ibt 28561","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspcam1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,62,462265,5088800,826,0,0,0,0,0,0,0,0
41067,aspergillus,candidus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspcand1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,268,103384,1033559,1035,0,0,0,0,0,0,0,0
182096,aspergillus,chevalieri,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspchev1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,417,64245,801776,1122,0,0,0,0,0,0,0,0
344612,aspergillus,"clavatus nrrl 1","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspcl1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319631,aspergillus,costaricaensis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspcos1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,86,435715,2354423,5748,0,0,0,0,0,0,0,0
573508,aspergillus,cristatus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspcri1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,68,424407,5935170,1026,0,0,0,0,0,0,0,0
1810909,aspergillus,desertorum,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspdese1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,288,102276,1161478,1080,0,0,0,0,0,0,0,0
41066,aspergillus,ellipticus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspell1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,518,83933,694627,1087,0,0,0,0,0,0,0,0
1340029,aspergillus,eucalypticola,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspeuc1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,131,269379,1624677,877,0,0,0,0,0,0,0,0
1191702,aspergillus,fijiensis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfij1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,149,248552,1003868,1872,0,0,0,0,0,0,0,0
447248,aspergillus,filifer,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfili1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,814,39230,316012,1034,0,0,0,0,0,0,0,0
332952,aspergillus,"flavus nrrl3357","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfl1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137211,aspergillus,"luchuensis cbs 106.47","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfo1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,107,357164,4350268,1362,0,0,0,0,0,0,0,0
330879,aspergillus,"fumigatus af293","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfu1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451804,aspergillus,"fumigatus a1163","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfu_A1163_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176168,aspergillus,funiculosus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspfuni1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,144,179220,2455672,1024,0,0,0,0,0,0,0,0
1160497,aspergillus,"glaucus cbs 516.65","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspgl1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,82,348196,1868437,1300,0,0,0,0,0,0,0,0
51019,aspergillus,heteromorphus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asphet1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,205,176172,3015799,1455,0,0,0,0,0,0,0,0
319626,aspergillus,homomorphus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asphom1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,152,227239,2029680,1174,0,0,0,0,0,0,0,0
301854,aspergillus,ibericus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspibe1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,116,292368,1480842,2247,0,0,0,0,0,0,0,0
1232676,aspergillus,indologenus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspind1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,334,117195,1147356,1216,0,0,0,0,0,0,0,0
138288,aspergillus,"terricola var. indicus","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspind2_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,601,54835,639589,1028,0,0,0,0,0,0,0,0
1131488,aspergillus,insolitus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspinso1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,157,149730,1543268,1068,0,0,0,0,0,0,0,0
34381,aspergillus,japonicus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspjap1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,163,224628,1465190,1603,0,0,0,0,0,0,0,0
1033177,aspergillus,"kawachii ifo 4308","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspka1_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,317,116923,2107113,2041,0,0,0,0,0,0,0,0
319628,aspergillus,lacticoffeatus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asplac1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,109,333643,4347780,1075,0,0,0,0,0,0,0,0
41759,aspergillus,multicolor,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspmul1_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,113,316433,3208693,1330,0,0,0,0,0,0,0,0
2184044,aspergillus,"sp. jgi-2018a","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspne1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,236,131807,1333877,1063,0,0,0,0,0,0,0,0
1196635,aspergillus,neoniger,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspneo1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,169,212552,1687833,1113,0,0,0,0,0,0,0,0
1883083,aspergillus,neoauricomus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspneoa1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,364,102705,1145161,1036,0,0,0,0,0,0,0,0
380704,aspergillus,"niger atcc 1015","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspni7_AssemblyScaffolds_Repeatmasked.fasta
",21,1677722,3828332,127545,3,34903,87917,16793,0,0,0,0,0,0,0,0
1353008,aspergillus,"niger atcc 13496","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspni_bvT_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,133,272176,1800961,1188,0,0,0,0,0,0,0,0
162425,aspergillus,nidulans,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspnid1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425011,aspergillus,"niger cbs 513.88","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspni_DSM_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,19,1808584,3677887,267095,0,0,0,0,0,0,0,0
1451139,aspergillus,"niger nrrl3","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspni_NRRL3_1_AssemblyScaffolds_Repeatmasked.fasta
",15,2153703,4360423,941370,0,0,0,0,0,0,0,0,0,0,0,0
1509407,aspergillus,"nomius nrrl 13137","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspnom13137_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,1118,32786,461619,210,0,0,0,0,0,0,0,0
1392255,aspergillus,"novofumigatus ibt 16806","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspnov1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,62,530656,5197675,3131,0,0,0,0,0,0,0,0
138278,aspergillus,ochraceoroseus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspoch1432_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,3590,6856,109864,203,0,0,0,0,0,0,0,0
1392256,aspergillus,"ochraceoroseus ibt 24754","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspoch1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,34,826857,6462402,1773,0,0,0,0,0,0,0,0
1250372,aspergillus,olivicola,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspoli1_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,824,40833,498676,1046,0,0,0,0,0,0,0,0
510516,aspergillus,"oryzae rib40","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspor1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,3,9230,18591,9100,0,0,0,0,0,0,0,0
41750,aspergillus,parvulus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspparv1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,329,100907,1460480,1023,0,0,0,0,0,0,0,0
41959,aspergillus,penicillioides,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asppeni1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,255,105018,1064343,1105,0,0,0,0,0,0,0,0
1353007,aspergillus,"phoenicis atcc 13157","",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspph1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,55,659330,2868951,1687,0,0,0,0,0,0,0,0
319630,aspergillus,piperis,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asppip1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,47,761291,3387264,38976,0,0,0,0,0,0,0,0
308745,aspergillus,rambellii,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspram1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,4177,6409,169317,203,0,0,0,0,0,0,0,0
41761,aspergillus,recurvatus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asprec1_1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,269,115820,889537,1060,0,0,0,0,0,0,0,0
5064,aspergillus,restrictus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Aspres1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,297,79418,454947,1117,0,0,0,0,0,0,0,0
138281,aspergillus,robustus,"",1K,"/u/home/a/akarlsbe/scratch/fungi/1K/Asprobu1_AssemblyScaffolds_Repeatmasked.fasta
",0,0,0,0,186,180706,1342325,1186,0,0,0,0,0,0,0,0
